"","program","programska_klasifikacija","funkcija","ekonomska_klasifikacija","budzet","sopstveni_izvori","ostali_izvori","grad"
"941","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Економски послови некласификовани на другом месту","УСЛУГЕ ПО УГОВОРУ",-6e+05,0,0,"Nis"
"942","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Заштита животне средине некласификована на другом месту","НАКНАДА ШТЕТЕ ЗА ПОВРЕДЕ ИЛИ ШТЕТУ НАНЕТУ ОД  СТРАНЕ ДРЖАВНИХ ОРГАНА",-3.2e+07,0,0,"Nis"
"943","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0001","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-1.2e+08,0,0,"Nis"
"944","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0003","Трансакције јавног дуга","ОТПЛАТА ДОМАЋИХ КАМАТА",-3.8e+07,0,0,"Nis"
"945","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0003","Трансакције јавног дуга","ПРАТЕЋИ ТРОШКОВИ ЗАДУЖИВАЊА",-2e+06,0,0,"Nis"
"946","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0003","Трансакције јавног дуга","ОТПЛАТА ГЛАВНИЦЕ ДОМАЋИМ КРЕДИТОРИМА",-1.99e+08,0,0,"Nis"
"947","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0009","Опште јавне услуге некласификоване на другом месту","СРЕДСТВА РЕЗЕРВЕ",-121908000,0,0,"Nis"
"948","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0010","Опште јавне услуге некласификоване на другом месту","СРЕДСТВА РЕЗЕРВЕ",-3e+06,0,0,"Nis"
"949","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0011","Економски послови некласификовани на другом месту","СТАЛНИ ТРОШКОВИ",-20000,0,0,"Nis"
"950","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0011","Економски послови некласификовани на другом месту","УСЛУГЕ ПО УГОВОРУ",-32000,0,0,"Nis"
"951","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0011","Економски послови некласификовани на другом месту","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-33000,0,0,"Nis"
"952","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0011","Економски послови некласификовани на другом месту","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-3e+06,0,0,"Nis"
"953","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0011","Економски послови некласификовани на другом месту","РОБНЕ РЕЗЕРВЕ",-1e+05,0,0,"Nis"
"954","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0014","Пољопривреда","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-2100000,0,0,"Nis"
"955","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0014","Пољопривреда","ТЕКУЋЕ ПОПРАВЕКЕ И ОДРЖАВАЊЕ",-29100000,0,0,"Nis"
"956","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","0602-0014","Пољопривреда","МАТЕРИЈАЛ",-1e+05,0,0,"Nis"
"957","ЕНЕРГЕТСКА  ЕФИКАСНОСТ И ОБНОВЉИВИ ИЗВОРИ ЕНЕРГИЈЕ","0501-0001","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-7200000,0,0,"Nis"
"958","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-13951000,0,0,"Nis"
"959","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-2393000,0,0,"Nis"
"960","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","НАКНАДЕ У НАТУРИ",-510000,0,0,"Nis"
"961","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-5e+05,0,0,"Nis"
"962","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-50000,0,0,"Nis"
"963","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-70000,0,0,"Nis"
"964","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","СТАЛНИ ТРОШКОВИ",-2320000,0,0,"Nis"
"965","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ТРОШКОВИ ПУТОВАЊА",-6e+05,0,0,"Nis"
"966","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","УСЛУГЕ ПО УГОВОРУ",-2200000,0,0,"Nis"
"967","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-181000,0,0,"Nis"
"968","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-650000,0,0,"Nis"
"969","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","МАТЕРИЈАЛ",-710000,0,0,"Nis"
"970","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","АМОРТИЗАЦИЈА НЕКТРЕТНИНА И ОПРЕМЕ",-2000,0,0,"Nis"
"971","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ПРАТЕЋИ ТРОШКОВИ ЗАДУЖИВАЊА",-305000,0,0,"Nis"
"972","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-129000,0,0,"Nis"
"973","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-430000,0,0,"Nis"
"974","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-50000,0,0,"Nis"
"975","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","МАШИНЕ И ОПРЕМА",-3e+05,0,0,"Nis"
"976","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ОСТАЛЕ НЕКРЕТНИНЕ И ОПРЕМА",-550000,0,0,"Nis"
"977","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","НЕМАТЕРИЈАЛНА ИМОВИНА",-4e+05,0,0,"Nis"
"978","РАЗВОЈ ТУРИЗМА","1502-0001","Туризам","ЗАЛИХЕ РОБРЕ ЗА ДАЉУ ПРОДАЈУ",-6e+05,0,0,"Nis"
"979","РАЗВОЈ ТУРИЗМА","1502-0002","Туризам","СТАЛНИ ТРОШКОВИ",-950000,0,0,"Nis"
"980","РАЗВОЈ ТУРИЗМА","1502-0002","Туризам","ТРОШКОВИ ПУТОВАЊА",-3100000,0,0,"Nis"
"981","РАЗВОЈ ТУРИЗМА","1502-0002","Туризам","УСЛУГЕ ПО УГОВОРУ",-29580000,0,0,"Nis"
"982","РАЗВОЈ ТУРИЗМА","1502-П111","Туризам","УСЛУГЕ ПО УГОВОРУ",-2080000,0,0,"Nis"
"983","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-539593000,-113093000,0,"Nis"
"984","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-92537000,-19395000,0,"Nis"
"985","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","НАКНАДЕ У НАТУРИ",-24500000,-2100000,0,"Nis"
"986","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-1900000,-7e+05,0,"Nis"
"987","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-150000,0,0,"Nis"
"988","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-1e+07,-2e+05,0,"Nis"
"989","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","СТАЛНИ ТРОШКОВИ",-7.9e+07,-5650000,0,"Nis"
"990","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ТРОШКОВИ ПУТОВАЊА",-850000,-1e+05,0,"Nis"
"991","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","УСЛУГЕ ПО УГОВОРУ",-8e+06,-14148000,0,"Nis"
"992","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-11300000,-283000,0,"Nis"
"993","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-1.8e+07,0,0,"Nis"
"994","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","МАТЕРИЈАЛ",-116732000,-5600000,0,"Nis"
"995","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ПРАТЕЋИ ТРОШКОВИ ЗАДУЖИВАЊА",-1e+06,0,0,"Nis"
"996","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-390000,-40000,0,"Nis"
"997","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-1400000,0,0,"Nis"
"998","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-4e+06,0,0,"Nis"
"999","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","НАКНАДА ШТЕТЕ ЗА ПОВРЕДЕ ИЛИ ШТЕТУ НАНЕТУ ОД  СТРАНЕ ДРЖАВНИХ ОРГАНА",-1e+06,0,0,"Nis"
"1000","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-7e+06,0,0,"Nis"
"1001","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","МАШИНЕ И ОПРЕМА",-12350000,0,0,"Nis"
"1002","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","НЕМАТЕРИЈАЛНА ИМОВИНА",-9e+05,0,0,"Nis"
"1003","ПРЕДШКОЛСКО ОБРАЗОВАЊЕ И ВАСПИТАЊЕ","2001-0001","Предшколско образовање","ЗАЛИХЕ РОБРЕ ЗА ДАЉУ ПРОДАЈУ",0,-8.7e+07,0,"Nis"
"1004","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-12750000,0,0,"Nis"
"1005","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-2187000,0,0,"Nis"
"1006","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","НАКНАДЕ У НАТУРИ",-230000,0,0,"Nis"
"1007","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-150000,-1e+05,0,"Nis"
"1008","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-230000,0,0,"Nis"
"1009","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","СТАЛНИ ТРОШКОВИ",-1400000,-350000,0,"Nis"
"1010","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","ТРОШКОВИ ПУТОВАЊА",-250000,-2e+05,0,"Nis"
"1011","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","УСЛУГЕ ПО УГОВОРУ",-4720000,-950000,0,"Nis"
"1012","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-1e+05,-1e+05,0,"Nis"
"1013","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-450000,-1e+05,0,"Nis"
"1014","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","МАТЕРИЈАЛ",-7e+05,-240000,0,"Nis"
"1015","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-66000,0,0,"Nis"
"1016","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-150000,-180000,0,"Nis"
"1017","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-70000,-1e+05,0,"Nis"
"1018","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Породица и деца","МАШИНЕ И ОПРЕМА",-170000,-1e+05,0,"Nis"
"1019","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-51572000,0,0,"Nis"
"1020","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-8845000,0,0,"Nis"
"1021","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","НАКНАДЕ У НАТУРИ",-1200000,0,0,"Nis"
"1022","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-6e+05,0,0,"Nis"
"1023","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-9e+05,0,0,"Nis"
"1024","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-1e+05,0,0,"Nis"
"1025","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","СТАЛНИ ТРОШКОВИ",-4160000,0,0,"Nis"
"1026","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ТРОШКОВИ ПУТОВАЊА",-450000,0,0,"Nis"
"1027","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","УСЛУГЕ ПО УГОВОРУ",-1800000,0,0,"Nis"
"1028","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-4e+05,0,0,"Nis"
"1029","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-2260000,0,0,"Nis"
"1030","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","МАТЕРИЈАЛ",-1600000,0,0,"Nis"
"1031","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ПРАТЕЋИ ТРОШКОВИ ЗАДУЖИВАЊА",-1e+05,0,0,"Nis"
"1032","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-630000,0,0,"Nis"
"1033","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-160000,0,0,"Nis"
"1034","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-1e+05,0,0,"Nis"
"1035","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","МАШИНЕ И ОПРЕМА",-690000,0,0,"Nis"
"1036","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","ОСТАЛЕ НЕКРЕТНИНЕ И ОПРЕМА",-70000,0,0,"Nis"
"1037","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0002","Социјална заштита некласификована на другом месту","НЕМАТЕРИЈАЛНА ИМОВИНА",-150000,0,0,"Nis"
"1038","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-4554000,-1000,0,"Nis"
"1039","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-1434000,-1000,0,"Nis"
"1040","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","НАКНАДЕ У НАТУРИ",-50000,0,0,"Nis"
"1041","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-250000,0,0,"Nis"
"1042","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","СТАЛНИ ТРОШКОВИ",-4550000,0,0,"Nis"
"1043","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","ТРОШКОВИ ПУТОВАЊА",-150000,-1000,0,"Nis"
"1044","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","УСЛУГЕ ПО УГОВОРУ",-1010000,-1000,0,"Nis"
"1045","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,-1000,0,"Nis"
"1046","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-250000,-1000,0,"Nis"
"1047","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","МАТЕРИЈАЛ",-2e+05,-1000,0,"Nis"
"1048","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-60000,0,0,"Nis"
"1049","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-2e+05,0,0,"Nis"
"1050","СОЦИЈАЛНА И ДЕЧЈА ЗАШТИТА","0901-0006","Социјална заштита некласификована на другом месту","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-1e+05,0,0,"Nis"
"1051","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ПЛАТЕ, ДОДАЦИ И НАКНАДЕ ЗАПОСЛЕНИХ (ЗАРАДЕ)",-382174000,-4795000,0,"Nis"
"1052","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","СОЦИЈАЛНИ ДОПРИНОСИ НА ТЕРЕТ ПОСЛОДАВЦА",-65616000,-868000,0,"Nis"
"1053","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","НАКНАДЕ У НАТУРИ",-10194000,-2130000,0,"Nis"
"1054","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","СОЦИЈАЛНА ДАВАЊА ЗАПОСЛЕНИМА",-6215000,-5032000,0,"Nis"
"1055","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","НАКНАДЕ ТРОШКОВА ЗА ЗАПОСЛЕНЕ",-9e+05,-1091000,0,"Nis"
"1056","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","НАГРАДЕ ЗАПОСЛЕНИМА И ОСТАЛИ ПОСЕБНИ РАСХОДИ",-10768000,-1035000,0,"Nis"
"1057","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","СТАЛНИ ТРОШКОВИ",-49217000,-9037000,0,"Nis"
"1058","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ТРОШКОВИ ПУТОВАЊА",-535000,-3510000,0,"Nis"
"1059","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","УСЛУГЕ ПО УГОВОРУ",-3861000,-7033000,0,"Nis"
"1060","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-376000,-974000,0,"Nis"
"1061","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-5530000,-3275000,0,"Nis"
"1062","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","МАТЕРИЈАЛ",-1856000,-4390000,0,"Nis"
"1063","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ОТПЛАТА ДОМАЋИХ КАМАТА",0,-250000,0,"Nis"
"1064","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ПРАТЕЋИ ТРОШКОВИ ЗАДУЖИВАЊА",0,-40000,0,"Nis"
"1065","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ОСТАЛЕ ДОТАЦИЈЕ И ТРАНСФЕРИ",-2656000,-590000,0,"Nis"
"1066","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ДОТАЦИЈЕ НЕВЛАДИНИМ ОРГАНИЗАЦИЈАМА",0,-160000,0,"Nis"
"1067","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-270000,-1430000,0,"Nis"
"1068","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-1100000,-2651000,0,"Nis"
"1069","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",-2.5e+07,0,0,"Nis"
"1070","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-4e+05,"Nis"
"1071","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","МАШИНЕ И ОПРЕМА",-7310000,-4915000,0,"Nis"
"1072","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","МАШИНЕ И ОПРЕМА",0,0,-160000,"Nis"
"1073","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","ОСТАЛЕ НЕКРЕТНИНЕ И ОПРЕМА",-60000,0,0,"Nis"
"1074","РАЗВОЈ КУЛТУРЕ И ИНФОРМИСАЊА","1201-0001","Услуге културе","НЕМАТЕРИЈАЛНА ИМОВИНА",-910000,-470000,0,"Nis"
